"Name";"DisplayName";"Description";"Group";"Enabled";"Profile";"Platform";"Direction";"Action";"EdgeTraversalPolicy";"LooseSourceMapping";"LocalOnlyMapping";"Owner";"LocalAddress";"RemoteAddress";"Protocol";"LocalPort";"RemotePort";"IcmpType";"DynamicTarget";"Program";"Package";"Service";"InterfaceAlias";"InterfaceType";"LocalUser";"RemoteUser";"RemoteMachine";"Authentication";"Encryption";"OverrideBlockRules"
"CoreNet-DHCPV6-Out";"Core Networking - Dynamic Host Configuration Protocol for IPv6(DHCPV6-Out)";"Allows DHCPV6 (Dynamic Host Configuration Protocol for IPv6) messages for stateful and stateless configuration.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"Any";"UDP";"546";"547";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"dhcp";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"ComPlusNetworkAccess-DCOM-In";"COM+ Network Access (DCOM-In)";"Inbound rule to allow DCOM traffic for COM+ Network Access. [TCP 135]";"@%systemroot%\system32\firewallapi.dll,-3400";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"135";"Any";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"rpcss";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"Netlogon-TCP-RPC-In";"Netlogon Service Authz (RPC)";"Inbound rule for the NetLogon service to process remote authz requests via RPC/TCP.";"@firewallapi.dll,-37681";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"RPC";"Any";"Any";"";"%SystemRoot%\System32\lsass.exe";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"FPS-LLMNR-Out-UDP";"File and Printer Sharing (LLMNR-UDP-Out)";"Outbound rule for File and Printer Sharing to allow Link Local Multicast Name Resolution. [UDP 5355]";"@FirewallAPI.dll,-28502";"False";"Any";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet";"UDP";"Any";"5355";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"dnscache";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-ICMP6-TE-In";"Core Networking - Time Exceeded (ICMPv6-In)";"Time Exceeded error messages are generated from any node that a packet traverses if the Hop Limit value is decremented to zero at any point on the path.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Inbound";"Allow";"Allow";"False";"False";"";"Any";"Any";"ICMPv6";"RPC";"Any";"3";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"MDNS-In-UDP-Domain-Active";"mDNS (UDP-In)";"Inbound rule for mDNS traffic [UDP]";"@%SystemRoot%\system32\firewallapi.dll,-37302";"True";"Domain";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"UDP";"5353";"Any";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"dnscache";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"Microsoft-Windows-PeerDist-WSD-Out";"BranchCache Peer Discovery (WSD-Out)";"Outbound rule for BranchCache to allow peer discovery [UDP 3702]";"@peerdistsh.dll,-9001";"False";"Any";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet";"UDP";"Any";"3702";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"PeerDistSvc";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-Diag-ICMP4-EchoRequest-In";"Core Networking Diagnostics - ICMP Echo Request (ICMPv4-In)";"ICMP Echo Request messages are sent as ping requests to other nodes.";"@FirewallAPI.dll,-27000";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet4";"ICMPv4";"RPC";"Any";"8";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RRAS-GRE-Out";"Routing and Remote Access (GRE-Out)";"Outbound rule for RRAS to allow Generic Routing Encapsulation Protocol Traffic";"@FirewallAPI.dll,-33752";"False";"Any";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"Any";"47";"Any";"Any";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-GP-Out-TCP";"Core Networking - Group Policy (TCP-Out)";"Outbound rule to allow remote RPC traffic for Group Policy updates. [TCP]";"@FirewallAPI.dll,-25000";"True";"Domain";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"Any";"Any";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"gpsvc";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-Diag-ICMP6-EchoRequest-In-NoScope";"Core Networking Diagnostics - ICMP Echo Request (ICMPv6-In)";"ICMP Echo Request messages are sent as ping requests to other nodes.";"@FirewallAPI.dll,-27000";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"ICMPv6";"RPC";"Any";"128";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"MDNS-In-UDP-Public-Active";"mDNS (UDP-In)";"Inbound rule for mDNS traffic [UDP]";"@%SystemRoot%\system32\firewallapi.dll,-37302";"True";"Public";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet";"UDP";"5353";"Any";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"dnscache";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMP-In-UDP";"Windows Media Player (UDP-In)";"Inbound rule for Windows Media Player to allow UDP Media Streaming. [UDP]";"@FirewallAPI.dll,-31002";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"UDP";"Any";"Any";"Any";"";"%ProgramFiles%\Windows Media Player\wmplayer.exe";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-WMP-Out-TCP";"Windows Media Player Network Sharing Service (Streaming-TCP-Out)";"Outbound rule for Windows Media Player to allow TCP/HTTP Media Streaming. [TCP]";"@FirewallAPI.dll,-31252";"False";"Private, Public";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet";"TCP";"Any";"Any";"Any";"";"%ProgramFiles%\Windows Media Player\wmplayer.exe";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-QWave-In-TCP";"Windows Media Player Network Sharing Service (qWave-TCP-In)";"Inbound rule for the Windows Media Player Network Sharing Service to allow use of the Quality Windows Audio Video Experience Service. [TCP 2177]";"@FirewallAPI.dll,-31252";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet";"TCP";"2177";"Any";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"Qwave";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-QWave-In-UDP";"Windows Media Player Network Sharing Service (qWave-UDP-In)";"Inbound rule for the Windows Media Player Network Sharing Service to allow use of the Quality Windows Audio Video Experience Service. [UDP 2177]";"@FirewallAPI.dll,-31252";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet";"UDP";"2177";"Any";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"Qwave";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-UPnPHost-In-TCP";"Windows Media Player Network Sharing Service (UPnP-In)";"Inbound rule for the Windows Media Player Network Sharing Service to allow use of Universal Plug and Play. [TCP 2869]";"@FirewallAPI.dll,-31252";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet";"TCP";"2869";"Any";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-WMP-Out-UDP-NoScope";"Windows Media Player Network Sharing Service (Streaming-UDP-Out)";"Outbound rule for Windows Media Player to allow UDP Media Streaming. [UDP]";"@FirewallAPI.dll,-31252";"False";"Domain";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"Any";"UDP";"Any";"Any";"Any";"";"%ProgramFiles%\Windows Media Player\wmplayer.exe";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-UPnP-Out-TCP";"Windows Media Player Network Sharing Service (UPnPHost-Out)";"Outbound rule for the Windows Media Player Network Sharing Service to allow use of Universal Plug and Play. [TCP]";"@FirewallAPI.dll,-31252";"False";"Any";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet";"TCP";"Any";"Any";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"upnphost";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-In-UDP-NoScope";"Windows Media Player Network Sharing Service (UDP-In)";"Inbound rule for the Windows Media Player Network Sharing Service to allow sharing traffic. [UDP]";"@FirewallAPI.dll,-31252";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"UDP";"Any";"Any";"Any";"";"%ProgramFiles%\Windows Media Player\wmpnetwk.exe";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-In-TCP-NoScope";"Windows Media Player Network Sharing Service (TCP-In)";"Inbound rule for the Windows Media Player Network Sharing Service to allow sharing traffic. [TCP]";"@FirewallAPI.dll,-31252";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"Any";"Any";"Any";"";"%ProgramFiles%\Windows Media Player\wmpnetwk.exe";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-QWave-In-TCP-NoScope";"Windows Media Player Network Sharing Service (qWave-TCP-In)";"Inbound rule for the Windows Media Player Network Sharing Service to allow use of the Quality Windows Audio Video Experience Service. [TCP 2177]";"@FirewallAPI.dll,-31252";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"2177";"Any";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"Qwave";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMP-In-UDP-x86";"Windows Media Player x86 (UDP-In)";"Inbound rule for Windows Media Player to allow UDP Media Streaming. [UDP]";"@FirewallAPI.dll,-31002";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"UDP";"Any";"Any";"Any";"";"%ProgramFiles(x86)%\Windows Media Player\wmplayer.exe";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-In-UDP";"Windows Media Player Network Sharing Service (UDP-In)";"Inbound rule for the Windows Media Player Network Sharing Service to allow sharing traffic. [UDP]";"@FirewallAPI.dll,-31252";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet";"UDP";"Any";"Any";"Any";"";"%ProgramFiles%\Windows Media Player\wmpnetwk.exe";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-In-TCP";"Windows Media Player Network Sharing Service (TCP-In)";"Inbound rule for the Windows Media Player Network Sharing Service to allow sharing traffic. [TCP]";"@FirewallAPI.dll,-31252";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet";"TCP";"Any";"Any";"Any";"";"%ProgramFiles%\Windows Media Player\wmpnetwk.exe";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-WMP-In-UDP-NoScope";"Windows Media Player Network Sharing Service (Streaming-UDP-In)";"Inbound rule for Windows Media Player to allow UDP Media Streaming. [UDP]";"@FirewallAPI.dll,-31252";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"UDP";"Any";"Any";"Any";"";"%ProgramFiles%\Windows Media Player\wmplayer.exe";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-HTTPSTR-Out-TCP-NoScope";"Windows Media Player Network Sharing Service (HTTP-Streaming-Out)";"Outbound rule for the Windows Media Player Network Sharing Service to allow HTTP Media Streaming. [TCP 10243]";"@FirewallAPI.dll,-31252";"False";"Domain";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"Any";"10243";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-WMP-In-UDP";"Windows Media Player Network Sharing Service (Streaming-UDP-In)";"Inbound rule for Windows Media Player to allow UDP Media Streaming. [UDP]";"@FirewallAPI.dll,-31252";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet";"UDP";"Any";"Any";"Any";"";"%ProgramFiles%\Windows Media Player\wmplayer.exe";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-SSDPSrv-Out-UDP";"Windows Media Player Network Sharing Service (SSDP-Out)";"Outbound rule for the Windows Media Player Network Sharing Service to allow use of the Simple Service Discovery Protocol. [UDP 1900]";"@FirewallAPI.dll,-31252";"False";"Any";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet";"UDP";"Any";"1900";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"ssdpsrv";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-QWave-Out-TCP";"Windows Media Player Network Sharing Service (qWave-TCP-Out)";"Outbound rule for the Windows Media Player Network Sharing Service to allow use of the Quality Windows Audio Video Experience Service. [TCP 2177]";"@FirewallAPI.dll,-31252";"False";"Private, Public";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet";"TCP";"Any";"2177";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"Qwave";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-WMP-Out-TCP-NoScope";"Windows Media Player Network Sharing Service (Streaming-TCP-Out)";"Outbound rule for Windows Media Player to allow TCP/HTTP Media Streaming. [TCP]";"@FirewallAPI.dll,-31252";"False";"Domain";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"Any";"Any";"Any";"";"%ProgramFiles%\Windows Media Player\wmplayer.exe";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-UPnPHost-Out-TCP";"Windows Media Player Network Sharing Service (UPnP-Out)";"Outbound rule for the Windows Media Player Network Sharing Service to allow use of Universal Plug and Play. [TCP]";"@FirewallAPI.dll,-31252";"False";"Any";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet";"TCP";"Any";"Any";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-SSDPSrv-In-UDP";"Windows Media Player Network Sharing Service (SSDP-In)";"Inbound rule for the Windows Media Player Network Sharing Service to allow use of the Simple Service Discovery Protocol. [UDP 1900]";"@FirewallAPI.dll,-31252";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet";"UDP";"1900";"Any";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"ssdpsrv";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-HTTPSTR-Out-TCP";"Windows Media Player Network Sharing Service (HTTP-Streaming-Out)";"Outbound rule for the Windows Media Player Network Sharing Service to allow HTTP Media Streaming. [TCP 10243]";"@FirewallAPI.dll,-31252";"False";"Private, Public";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet";"TCP";"Any";"10243";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-Out-UDP";"Windows Media Player Network Sharing Service (UDP-Out)";"Outbound rule for the Windows Media Player Network Sharing Service to allow sharing traffic. [UDP]";"@FirewallAPI.dll,-31252";"False";"Private, Public";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet";"UDP";"Any";"Any";"Any";"";"%ProgramFiles%\Windows Media Player\wmpnetwk.exe";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-HTTPSTR-In-TCP";"Windows Media Player Network Sharing Service (HTTP-Streaming-In)";"Inbound rule for the Windows Media Player Network Sharing Service to allow HTTP Media Streaming. [TCP 10243]";"@FirewallAPI.dll,-31252";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet";"TCP";"10243";"Any";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-QWave-Out-UDP";"Windows Media Player Network Sharing Service (qWave-UDP-Out)";"Outbound rule for the Windows Media Player Network Sharing Service to allow use of the Quality Windows Audio Video Experience Service. [UDP 2177]";"@FirewallAPI.dll,-31252";"False";"Private, Public";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet";"UDP";"Any";"2177";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"Qwave";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-QWave-Out-UDP-NoScope";"Windows Media Player Network Sharing Service (qWave-UDP-Out)";"Outbound rule for the Windows Media Player Network Sharing Service to allow use of the Quality Windows Audio Video Experience Service. [UDP 2177]";"@FirewallAPI.dll,-31252";"False";"Domain";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"Any";"UDP";"Any";"2177";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"Qwave";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-QWave-Out-TCP-NoScope";"Windows Media Player Network Sharing Service (qWave-TCP-Out)";"Outbound rule for the Windows Media Player Network Sharing Service to allow use of the Quality Windows Audio Video Experience Service. [TCP 2177]";"@FirewallAPI.dll,-31252";"False";"Domain";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"Any";"2177";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"Qwave";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-Out-TCP";"Windows Media Player Network Sharing Service (TCP-Out)";"Outbound rule for the Windows Media Player Network Sharing Service to allow sharing traffic. [TCP]";"@FirewallAPI.dll,-31252";"False";"Private, Public";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet";"TCP";"Any";"Any";"Any";"";"%ProgramFiles%\Windows Media Player\wmpnetwk.exe";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-Out-UDP-NoScope";"Windows Media Player Network Sharing Service (UDP-Out)";"Outbound rule for the Windows Media Player Network Sharing Service to allow sharing traffic. [UDP]";"@FirewallAPI.dll,-31252";"False";"Domain";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"Any";"UDP";"Any";"Any";"Any";"";"%ProgramFiles%\Windows Media Player\wmpnetwk.exe";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMP-Out-TCP-x86";"Windows Media Player x86 (TCP-Out)";"Outbound rule for Windows Media Player to allow TCP/HTTP Media Streaming. [TCP]";"@FirewallAPI.dll,-31002";"False";"Any";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"Any";"Any";"Any";"";"%ProgramFiles(x86)%\Windows Media Player\wmplayer.exe";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMP-Out-UDP-x86";"Windows Media Player x86 (UDP-Out)";"Outbound rule for Windows Media Player to allow UDP Media Streaming. [UDP]";"@FirewallAPI.dll,-31002";"False";"Any";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"Any";"UDP";"Any";"Any";"Any";"";"%ProgramFiles(x86)%\Windows Media Player\wmplayer.exe";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-WMP-Out-UDP";"Windows Media Player Network Sharing Service (Streaming-UDP-Out)";"Outbound rule for Windows Media Player to allow UDP Media Streaming. [UDP]";"@FirewallAPI.dll,-31252";"False";"Private, Public";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet";"UDP";"Any";"Any";"Any";"";"%ProgramFiles%\Windows Media Player\wmplayer.exe";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-HTTPSTR-In-TCP-NoScope";"Windows Media Player Network Sharing Service (HTTP-Streaming-In)";"Inbound rule for the Windows Media Player Network Sharing Service to allow HTTP Media Streaming. [TCP 10243]";"@FirewallAPI.dll,-31252";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"10243";"Any";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMP-Out-UDP";"Windows Media Player (UDP-Out)";"Outbound rule for Windows Media Player to allow UDP Media Streaming. [UDP]";"@FirewallAPI.dll,-31002";"False";"Any";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"Any";"UDP";"Any";"Any";"Any";"";"%ProgramFiles%\Windows Media Player\wmplayer.exe";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMP-Out-TCP";"Windows Media Player (TCP-Out)";"Outbound rule for Windows Media Player to allow TCP/HTTP Media Streaming. [TCP]";"@FirewallAPI.dll,-31002";"False";"Any";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"Any";"Any";"Any";"";"%ProgramFiles%\Windows Media Player\wmplayer.exe";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-QWave-In-UDP-NoScope";"Windows Media Player Network Sharing Service (qWave-UDP-In)";"Inbound rule for the Windows Media Player Network Sharing Service to allow use of the Quality Windows Audio Video Experience Service. [UDP 2177]";"@FirewallAPI.dll,-31252";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"UDP";"2177";"Any";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"Qwave";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-Out-TCP-NoScope";"Windows Media Player Network Sharing Service (TCP-Out)";"Outbound rule for the Windows Media Player Network Sharing Service to allow sharing traffic. [TCP]";"@FirewallAPI.dll,-31252";"False";"Domain";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"Any";"Any";"Any";"";"%ProgramFiles%\Windows Media Player\wmpnetwk.exe";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{196B7F66-AEC1-4D48-A377-C4746AC11304}";"Your account";"Your account";"@{Microsoft.Windows.CloudExperienceHost_10.0.20348.1_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.CloudExperienceHost/resources/appDescription}";"True";"Domain, Private, Public";"6.2+";"Outbound";"Allow";"Block";"False";"False";"S-1-5-21-1132584189-1063463874-1303881687-500";"Any";"Any";"Any";"Any";"Any";"Any";"";"Any";"S-1-15-2-2434737943-167758768-3180539153-984336765-1107280622-3591121930-2677285773";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{DBE86F16-D69E-4E06-A0A2-BEF1477C8A1C}";"Your account";"Your account";"@{Microsoft.Windows.CloudExperienceHost_10.0.20348.1_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.CloudExperienceHost/resources/appDescription}";"True";"Domain, Private";"6.2+";"Inbound";"Allow";"Block";"False";"False";"S-1-5-21-1132584189-1063463874-1303881687-500";"Any";"Any";"Any";"Any";"Any";"Any";"";"Any";"S-1-15-2-2434737943-167758768-3180539153-984336765-1107280622-3591121930-2677285773";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{9F1BFF11-F163-4186-8B83-4B3827FDF937}";"Work or school account";"Work or school account";"@{Microsoft.AAD.BrokerPlugin_1000.19580.1000.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.AAD.BrokerPlugin/resources/PackageDisplayName}";"True";"Domain, Private, Public";"6.2+";"Outbound";"Allow";"Block";"False";"False";"S-1-5-21-1132584189-1063463874-1303881687-500";"Any";"Any";"Any";"Any";"Any";"Any";"";"Any";"S-1-15-2-1910091885-1573563583-1104941280-2418270861-3411158377-2822700936-2990310272";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{66DD5761-38A9-45E9-ACD6-FF5348B3D0B7}";"Work or school account";"Work or school account";"@{Microsoft.AAD.BrokerPlugin_1000.19580.1000.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.AAD.BrokerPlugin/resources/PackageDisplayName}";"True";"Domain, Private";"6.2+";"Inbound";"Allow";"Block";"False";"False";"S-1-5-21-1132584189-1063463874-1303881687-500";"Any";"Any";"Any";"Any";"Any";"Any";"";"Any";"S-1-15-2-1910091885-1573563583-1104941280-2418270861-3411158377-2822700936-2990310272";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{233B2F05-1A5C-4EFE-ADC6-A1B26A273CFA}";"Captive Portal Flow";"Captive Portal Flow";"@{Microsoft.Windows.OOBENetworkCaptivePortal_10.0.19580.1000_neutral__cw5n1h2txyewy?ms-resource://Microsoft.Windows.OOBENetworkCaptivePortal/Resources/AppDisplayName}";"True";"Domain, Private, Public";"6.2+";"Outbound";"Allow";"Block";"False";"False";"S-1-5-21-1132584189-1063463874-1303881687-500";"Any";"Any";"Any";"Any";"Any";"Any";"";"Any";"S-1-15-2-3119458392-1009845475-4083330090-3659807469-4003170139-1239840055-303833190";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{C862E100-2690-4ED1-A168-68FBC0E29BB3}";"Windows Feature Experience Pack";"Windows Feature Experience Pack";"Windows Feature Experience Pack";"True";"Domain, Private, Public";"6.2+";"Outbound";"Allow";"Block";"False";"False";"S-1-5-21-1132584189-1063463874-1303881687-500";"Any";"Any";"Any";"Any";"Any";"Any";"";"Any";"S-1-15-2-283421221-3183566570-1718213290-751554359-3541592344-2312209569-3374928651";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{9F69F1E8-5776-4E1F-A146-52D92540E02D}";"Start";"Start";"@{Microsoft.Windows.StartMenuExperienceHost_10.0.20348.1_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.StartMenuExperienceHost/StartMenuExperienceHost/PkgDisplayName}";"True";"Domain, Private, Public";"6.2+";"Outbound";"Allow";"Block";"False";"False";"S-1-5-21-1132584189-1063463874-1303881687-500";"Any";"Any";"Any";"Any";"Any";"Any";"";"Any";"S-1-15-2-515815643-2845804217-1874292103-218650560-777617685-4287762684-137415000";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
